"","species","English_Common_Name","firstyear","lastyear","ave.ind","max.ind","RCI","Uncertain","conv","u","u.lowCI","u.upCI","R","R.lowCI","R.upCI","Q","Q.lowCI","Q.upCI","predicted_year","qe.pred_50","p.30_percent_decline_50_years","y.hl.30_percent_decline","p.50_percent_decline_50_years","y.hl.50_percent_decline","p.70_percent_decline_50_years","y.hl.70_percent_decline"
"4225","Brandt's Cormorant","Brandt's Cormorant",1970,2017,49.32755203,61.73350541,1.46479338769763,FALSE,0,0.0337650576255764,-0.00289280037907886,0.0704229156302316,0.00667252892713212,-0.00084560844055181,0.0141906662948161,0.00350378806127809,NA,NA,2067,0,0.002,NA,0.004,NA,0.029,NA
"4273","Brant","Brant",2000,2016,167197.219316667,201783.9583,0.436568044563821,FALSE,0,-0.0337853823405243,-0.0344439884724084,-0.0331267762086402,1.61469832633543e-05,3.22694318219573e-06,2.90670233445128e-05,0,NA,NA,2066,0,1,11,1,21,1,36
"4321","Brewer's Blackbird","Brewer's Blackbird",1970,2017,20.9297750769231,23.144033,0.194790548169227,FALSE,0,-0.0175502867554363,-0.0206867412295284,-0.0144138322813442,6.37226514031889e-05,-4.27891025840313e-06,0.000131724213064781,2.46472462893899e-05,NA,NA,2067,0,1,21,1,40,0,NA
"4369","Brewer's Sparrow","Brewer's Sparrow",1970,2017,18.3141313076923,26.816399,0.604570623336509,FALSE,0,-0.0418075832563534,-0.0844536160033995,0.000838449490692679,0.00776790946631494,-0.00114136499906179,0.0166771839316917,0.00486505999329445,NA,NA,2067,0,1,8,0.999,16,0.975,28
"4417","Bridled Titmouse","Bridled Titmouse",1993,2017,4.88886123076923,6.045308,6.25778788719443,TRUE,0,-0.007574297709951,-0.0532523961244525,0.0381038007045505,0.0108286759938017,-0.00129220000076686,0.0229495519883702,0.00542857654730566,NA,NA,2067,0,0.731,25,0.41,NA,0.091,NA
"4465","Broad-tailed Hummingbird","Broad-tailed Hummingbird",1970,2017,2.40415884615385,2.83008,0.522917387777203,FALSE,0,-0.0218584918116139,-0.045575868601374,0.00185888497814613,0.00213714271093438,-0.000373961530829775,0.00464824695269854,0.00152716990448109,NA,NA,2067,0,0.998,15,0.947,31,0.388,NA
"4513","Broad-winged Hawk","Broad-winged Hawk",1970,2017,0.142192538461538,0.15615,0.21959011063758,FALSE,0,0.0121439222804098,0.00842701710667705,0.0158608274541425,8.08275821390007e-05,-9.48768784835064e-06,0.000171142852126352,3.45962527290286e-05,NA,NA,2067,0,0,NA,0.002,NA,0,NA
"4561","Bronzed Cowbird","Bronzed Cowbird",1970,2017,3.03227784615385,3.273996,1.08151981605816,FALSE,0,0.00830093102577407,-0.00476718859890084,0.021369050650449,0.00113469292930011,-8.41433999188514e-05,0.00235352925851908,0.000425242210638996,NA,NA,2067,0,0.067,NA,0.008,NA,0,NA
"4609","Brown-crested Flycatcher","Brown-crested Flycatcher",1970,2017,5.46001646153846,6.542078,0.929638161146361,FALSE,0,0.0291692532584563,-0.00270299543842668,0.0610415019553393,0.00474157839304908,-0.000615047330479617,0.0100982041165778,0.00268498567765761,NA,NA,2067,0,0.001,NA,0.007,NA,0.042,NA
"4657","Brown-headed Cowbird","Brown-headed Cowbird",1970,2017,12.4641365384615,12.860359,0.0926867663403274,FALSE,0,-0.00194809035141065,-0.0120016407907382,0.00810546008791693,0,-0.000170171454499658,0.000170171454499658,0.000315219938992907,-9.19872038681975e-05,0.000722427081854012,2067,0,0.032,NA,0,NA,0,NA
"4705","Brown-headed Nuthatch","Brown-headed Nuthatch",1970,2017,1.88908092307692,2.020322,0.260518932430155,FALSE,0,0.000308866871123473,-0.0113858449270013,0.0120035786692482,0.000577233035800168,-8.29444148368073e-05,0.00123741048643714,0.000366420861217376,NA,NA,2067,0,0.009,NA,0,NA,0,NA
"4753","Brown Creeper","Brown Creeper",1970,2017,0.350708230769231,0.377737,0.274592643249777,FALSE,0,0.00992662880721262,0.00467797835306264,0.0151752792613626,0.000139846169280533,-1.74711498091947e-05,0.000297163488370261,7.158350637998e-05,NA,NA,2067,0,0.002,NA,0,NA,0,NA
"4801","Brown Pelican","Brown Pelican",1970,2017,7.89383223076923,11.983909,3.92879802296084,TRUE,0,0.0385719483753797,-0.013523635473997,0.0906675322247564,0.0170209548223171,-0.00145484915818514,0.0354967588028194,0.00684679889734982,NA,NA,2067,0,0.021,NA,0.01,NA,0.034,NA
"4849","Brown Thrasher","Brown Thrasher",1970,2017,2.30494230769231,2.410384,0.0711317140531337,FALSE,0,-0.0072429602479719,-0.0103021667840578,-0.00418375371188603,4.50611468849445e-05,-5.33081816264708e-06,9.5453111932536e-05,2.4620936216841e-05,NA,NA,2067,0,0.581,50,0,NA,0,NA
"4897","Buff-breasted Sandpiper","Buff-breasted Sandpiper",1974,2016,0.0738916666666667,0.134,2.31251632151328,TRUE,0,-0.0806036569695799,-0.226000582513361,0.0647932685742014,0.0853640940577866,-0.016098625480548,0.186826813596121,0.0507368313735931,NA,NA,2066,0.975,0.999,3,0.996,6,0.985,12
"4945","Bufflehead","Bufflehead",1970,2017,0.696748230769231,0.862585,0.782572802177718,FALSE,0,0.0379934622296359,0.0324189814587571,0.0435679430005147,0.00019495216886395,-7.3428658094521e-06,0.000397247203537352,7.82883266758547e-05,NA,NA,2067,0,0,NA,0,NA,0,NA
"4993","Bullock's Oriole","Bullock's Oriole",1970,2017,1.87571876923077,1.958439,0.221212825168287,FALSE,0,-0.00609575880371277,-0.0122301865473467,3.86689399211751e-05,0.000196178391796403,-1.99974213917814e-05,0.000412354204984587,9.78928138208891e-05,NA,NA,2067,0,0.261,NA,0,NA,0,NA
"5041","Burrowing Owl","Burrowing Owl",1970,2017,0.533478384615385,0.656226,0.434892470397637,FALSE,0,0.00122535706662267,-0.0343749975459267,0.0368257116791721,0.00263387859266291,-0.00194776374673205,0.00721552093205786,0.00362468364269946,-0.00237619292692765,0.00962556021232656,2067,0,0.399,NA,0.104,NA,0.005,NA
"5089","Bushtit","Bushtit",1970,2017,2.27611207692308,2.497645,0.671113515253537,FALSE,0,-0.00534254331381971,-0.0320999238108898,0.0214148371832503,0.00345666581238782,-0.000418518511597655,0.00733185013637329,0.00188455408971151,NA,NA,2067,0,0.544,46,0.127,NA,0.002,NA
"5137","Cackling Goose","Cackling Goose",1975,2016,3398803.58333333,4749623,0.72422146959302,FALSE,0,-0.0312883542311241,-0.134144732879119,0.0715680244168707,0.0377925225475929,-0.00874246989668988,0.0843275149918758,0.0257750214540611,NA,NA,2066,0,0.964,6,0.904,15,0.762,29
"5185","Cactus Wren","Cactus Wren",1970,2017,6.81203892307692,9.62924,0.504478348012762,FALSE,0,-0.0295569763404395,-0.122011810038126,0.062897857357247,0.00265045901915715,-0.0142797324022623,0.0195806504405766,0.0262902267400726,-0.00954948609389282,0.0621299395740379,2067,0,0.958,6,0.892,15,0.739,31
"5233","California Gull","California Gull",1970,2017,17.5043529230769,19.579263,1.82098031993643,FALSE,0,0.00451665319072358,-0.0176520437496656,0.0266853501311127,0.00238842888966611,-0.000266578086317767,0.00504343586564999,0.00129221871206279,NA,NA,2067,0,0.158,NA,0.019,NA,0,NA
"5281","California Quail","California Quail",1970,2017,6.89082223076923,8.805605,0.380090538235372,FALSE,0,-0.0233747413975623,-0.098686991947289,0.0519375091521643,0,-0.00948829294010766,0.00948829294010766,0.0177100979336179,-0.00505624596325674,0.0404764418304926,2067,0,0.941,8,0.842,20,0.625,40
"5329","California Scrub-Jay","California Scrub-Jay",1970,2017,4.82191069230769,5.314743,0.337192405777589,FALSE,0,-0.00271200411096736,-0.0233593311243848,0.0179353229024501,0.00192638568080151,-0.00031608324841817,0.00416885461002119,0.00111974400774529,NA,NA,2067,0,0.281,NA,0.016,NA,0,NA
"5377","California Thrasher","California Thrasher",1970,2017,1.37206246153846,1.492969,0.757427574366286,FALSE,0,-0.00953477274178905,-0.0185886756839779,-0.000480869799600213,0.0004905179112081,-4.3643567765004e-05,0.0010246793901812,0.000207561913783709,NA,NA,2067,0,0.905,37,0.02,NA,0,NA
"5425","California Towhee","California Towhee",1970,2017,9.605567,10.158888,0.619679429211257,FALSE,0,-0.00724271776507898,-0.0170152083604751,0.00252977283031713,0.000485383975386683,-5.58532653669835e-05,0.00102662121614035,0.000249413130232295,NA,NA,2067,0,0.58,48,0.002,NA,0,NA
"5473","Calliope Hummingbird","Calliope Hummingbird",1970,2017,0.209829076923077,0.238473,0.634706756391785,FALSE,0,-0.00309492702543585,-0.0251839605889288,0.0189941065380571,0.00299471471089904,-0.00024761480733938,0.00623704422913745,0.00123315266238912,NA,NA,2067,0,0.326,NA,0.025,NA,0,NA
"5521","Canada Goose","Canada Goose",1970,2017,463.436661461538,641.1145269,0.633858030759643,FALSE,0,0.0462150989781253,0.0159532726417999,0.0764769253144507,0.00451661077149897,-0.000560754461098443,0.00959397600409637,0.00239976284629592,NA,NA,2067,0,0,NA,0,NA,0,NA
"5569","Canada Jay","Canada Jay",1970,2017,1.68096007692308,1.849131,0.463911166213166,FALSE,0,-0.00255846294279105,-0.0277850722136624,0.0226681463280803,0.00365735588712051,-0.00040223823813244,0.00771695001237346,0.00161412815021762,NA,NA,2067,0,0.347,NA,0.041,NA,0,NA
"5617","Canada Warbler","Canada Warbler",1970,2017,0.530091846153846,0.562626,0.431930558194525,FALSE,0,-0.00601751032762812,-0.0202390177461764,0.00820399709092016,0.000917328800225155,-0.000146108199404585,0.00198076579985489,0.000530537419507834,NA,NA,2067,0,0.454,NA,0.012,NA,0,NA
"5665","Canvasback","Canvasback",1970,2017,689.430769230769,864.9,0.341782939580949,FALSE,0,0.0197128865307862,-0.0379298955874153,0.0773556686489877,0.0194539609359672,-0.00173624648228959,0.040644168354224,0.00847997894278592,NA,NA,2067,0,0.262,NA,0.151,NA,0.105,NA
"5713","Canyon Towhee","Canyon Towhee",1970,2017,1.75526684615385,1.981884,0.800061536450911,FALSE,0,-0.011658919439662,-0.0286378713988697,0.00532003251954556,0.0010358365820457,-0.000202237785509405,0.00227391094960081,0.000787802091802872,NA,NA,2067,0,0.915,28,0.341,NA,0.001,NA
"5761","Canyon Wren","Canyon Wren",1970,2017,0.215783615384615,0.237136,0.461345849580035,FALSE,0,0.00024777925655387,-0.0189292803710574,0.0194248388841651,0.00169434797921025,-0.000227863172667325,0.00361655913108782,0.000973529179687465,NA,NA,2067,0,0.106,NA,0.002,NA,0,NA
"5809","Cape May Warbler","Cape May Warbler",1970,2017,0.902677923076923,1.105761,0.888756975843249,FALSE,0,0.0277175391331328,0.00435289912365615,0.0510821791426095,0.00254174367633462,-0.000369420220065818,0.00545290757273506,0.00144154929393716,NA,NA,2067,0,0,NA,0.002,NA,0.033,NA
"5857","Carolina Chickadee","Carolina Chickadee",1970,2017,6.35540184615385,6.864571,0.107396755325629,FALSE,0,-0.0110905118922284,-0.016521079656677,-0.00565994412777989,0.000171094153536854,-1.40865538346488e-05,0.000356274860908357,7.54067567395499e-05,NA,NA,2067,0,1,32,0.014,NA,0,NA
"5905","Carolina Wren","Carolina Wren",1970,2017,13.3715032307692,14.177103,0.0944170793454169,FALSE,0,-0.00118013253447749,-0.0243617510918025,0.0220014860228475,0.00234183805280551,-0.000362252367684309,0.00504592847329532,0.00142936292480824,NA,NA,2067,0,0.241,NA,0.017,NA,0,NA
"5953","Caspian Tern","Caspian Tern",1970,2017,0.172586307692308,0.194601,1.15075776280432,FALSE,0,0.01826141311666,-0.0028708793368229,0.0393937055701429,0.00261343284711968,-0.000243084443653775,0.00546995013789313,0.00113791996837255,NA,NA,2067,0,0.005,NA,0.038,NA,0.021,NA
"6001","Cassin's Auklet","Cassin's Auklet",1970,2017,0.238728843384615,1.194195044,5.94707214309799,TRUE,0,0.0346998404975019,-0.255042222464469,0.324441903459473,0.283924849841524,-0.0752555837377792,0.643105283420827,0.226428026938271,NA,NA,2067,0.393,0.889,2,0.794,5,0.666,16
"6049","Cassin's Finch","Cassin's Finch",1970,2017,1.36991846153846,1.471313,0.434221390685533,FALSE,0,-0.00683956889570644,-0.0161803323179912,0.00250119452657837,0.000212985433629291,-0.000138572312128637,0.000564543179387218,0.000245117607526122,-0.000182946694110378,0.000673181909162622,2067,0,0.508,50,0.001,NA,0,NA
"6097","Cassin's Kingbird","Cassin's Kingbird",1970,2017,5.40741853846154,5.821658,0.65618514560798,FALSE,0,0.00765596280420628,0.00105342034047945,0.0142585052679331,0.000200920389273833,-2.6193057270293e-05,0.000428033835817959,0.000115500594683437,NA,NA,2067,0,0.038,NA,0,NA,0,NA
"6145","Cassin's Sparrow","Cassin's Sparrow",1970,2017,37.9350226923077,46.421668,0.723911788828193,FALSE,0,-0.0148405025040103,-0.120949452688271,0.0912684476802504,0,-0.0188359662703053,0.0188359662703053,0.0351551373763242,-0.0100389554912304,0.0803492302438789,2067,0,0.89,6,0.765,19,0.56,43
"6193","Cassin's Vireo","Cassin's Vireo",1970,2017,3.02479415384615,3.370252,0.446200622194568,FALSE,0,-0.00690497552403855,-0.0316211855835988,0.0178112345355217,0.00316453670623379,-0.000333793635571229,0.00666286704803882,0.00159161823357427,NA,NA,2067,0,0.626,40,0.156,NA,0.002,NA
"6241","Cattle Egret","Cattle Egret",1970,2017,41.6450903846154,48.255087,0.558412509249255,FALSE,0,-0.00854645029952589,-0.0335982076499699,0.0165053070509181,0.00237557585215201,-0.000409841164810569,0.00516099286911459,0.00170481661737687,NA,NA,2067,0,0.725,33,0.246,NA,0.006,NA
"6289","Cave Swallow","Cave Swallow",1970,2017,365.270574384615,637.921793,3.80609113748632,TRUE,0,0.0483387042688262,-0.0983827721810508,0.195060180718703,0.0892256842877415,-0.0151701352864289,0.193621503861912,0.057748405575187,NA,NA,2067,0,0.582,7,0.372,NA,0.226,NA
"6337","Cedar Waxwing","Cedar Waxwing",1970,2017,5.62619792307692,5.931255,0.170172481447897,FALSE,0,0.00490554336563676,-0.00981084534736832,0.0196219320786418,0.00137713046080784,-0.000106766679337236,0.00286102760095293,0.00054348431101142,NA,NA,2067,0,0.082,NA,0.002,NA,0,NA
"6385","Cerulean Warbler","Cerulean Warbler",1970,2017,0.156044692307692,0.177361,0.493673089061353,FALSE,0,-0.0228034002273908,-0.0321790168807077,-0.0134277835740738,0.00045064169862505,-5.31074583506382e-05,0.000954390855600739,0.000227864915353874,NA,NA,2067,0,1,16,1,31,0.29,NA
"6433","Chestnut-backed Chickadee","Chestnut-backed Chickadee",1970,2017,4.99504138461538,5.574045,0.60592632837189,FALSE,0,-0.0126277601933159,-0.0316447920672481,0.00638927168061632,0.00213556229388243,-0.000176915537726501,0.00444804012549136,0.000922436158066206,NA,NA,2067,0,0.936,26,0.447,NA,0.005,NA
"6481","Chestnut-collared Longspur","Chestnut-collared Longspur",1970,2017,21.2339912307692,25.711333,1.1077327036923,FALSE,0,-0.032346825602923,-0.0426443414034469,-0.0220493098023991,0.000502452887459571,-5.79225120256612e-05,0.0010628282869448,0.000279239054433531,NA,NA,2067,0,1,11,1,22,1,38
"6529","Chestnut-sided Warbler","Chestnut-sided Warbler",1970,2017,7.14379930769231,7.358781,0.219459416011435,FALSE,0,-0.00266921012354547,-0.0108770977141808,0.00553867746708989,0.000381170873558071,-3.67814742292245e-05,0.000799123221345367,0.000172245786672815,NA,NA,2067,0,0.012,NA,0,NA,0,NA
"6577","Chihuahuan Raven","Chihuahuan Raven",1970,2017,6.15629792307692,6.576396,0.862955222379181,FALSE,0,0.00189526349440554,-0.014421038859945,0.0182115658487561,0.00143627566031542,-0.00040006869755793,0.00327262001818877,0.000639760516797531,-0.000804828305039454,0.00208434933863452,2067,0,0.057,NA,0,NA,0,NA
"6625","Chimney Swift","Chimney Swift",1970,2017,3.86656323076923,4.753042,0.095227878865429,FALSE,0,-0.0263890285180948,-0.0356551273033394,-0.0171229297328502,0.000481882241548693,-3.8055950286265e-05,0.00100182043338365,0.000220455805741324,NA,NA,2067,0,1,14,1,27,0.873,46
"6673","Chipping Sparrow","Chipping Sparrow",1970,2017,10.9563438461538,11.898777,0.107913524605362,FALSE,0,-0.0118440701943386,-0.0277417287736496,0.00405358838497242,0,-0.000451105901695639,0.000451105901695639,0.000779006229624601,-0.000275138382807533,0.00183315084205673,2067,0,0.923,28,0.357,NA,0.001,NA
"6721","Chuck-will's-widow","Chuck-will's-widow",1970,2017,0.889410769230769,0.997783,0.197616086859349,FALSE,0,-0.0187501509665082,-0.0221170011167739,-0.0153833008162425,8.57454737672669e-05,2.30519045391929e-07,0.000171260428489142,2.73945074788025e-05,NA,NA,2067,0,1,19,1,37,0,NA
"6769","Chukar","Chukar",1970,2017,1.44031976923077,2.074355,1.2795430664694,FALSE,0,-0.0098261247411007,-0.0860167598664889,0.0663645103842875,0.0204133072660674,-0.00424467964538336,0.0450712941775182,0.0158854142666778,NA,NA,2067,0,0.825,12,0.627,34,0.339,NA
"6817","Cinnamon Teal","Cinnamon Teal",1970,2017,0.386785538461538,0.430165,0.74633276667536,FALSE,0,-0.00461358074321913,-0.0196276933317402,0.0104005318453019,0.00138871814333883,-0.000110911657313215,0.00288834794399088,0.000570137571622482,NA,NA,2067,0,0.309,NA,0.005,NA,0,NA
"6865","Clapper Rail","Clapper Rail",1970,2017,0.349715384615385,0.384619,1.39432320201687,FALSE,0,0.00370106823262193,-0.0119184224477076,0.0193205589129515,0.00137094021989041,-0.000159081983661908,0.00290096242344273,0.000619698626413693,NA,NA,2067,0,0.076,NA,0.001,NA,0,NA
"6913","Clark's Grebe","Clark's Grebe",1970,2017,7.047681178,8.877704009,0.931309832655423,FALSE,0,-0.00860466996835837,-0.0631595617781893,0.0459502218414726,0.0116279062746961,-0.00209154826144628,0.0253473608108386,0.00804447852824101,NA,NA,2067,0,0.776,19,0.508,50,0.177,NA
"6961","Clark's Nutcracker","Clark's Nutcracker",1970,2017,1.08077715384615,2.343742,0.894575610566125,FALSE,0,-0.00432127926260342,-0.0997263544829192,0.0910837959577123,0.0487672445441253,-0.00533488283746412,0.102869371925715,0.0235906694010554,NA,NA,2067,0,0.789,11,0.59,35,0.33,NA
"7009","Clay-colored Sparrow","Clay-colored Sparrow",1970,2017,13.2344354615385,13.988178,0.255634115091454,FALSE,0,-0.00827766836294962,-0.020070208184894,0.00351487145899475,0.000723470971945216,-8.22420985133767e-05,0.00152918404240381,0.000359620859316199,NA,NA,2067,0,0.727,41,0.024,NA,0,NA
"7057","Cliff Swallow","Cliff Swallow",1970,2017,109.943325692308,148.417856,0.33134973770251,FALSE,0,0.0460168751035897,0.0366632504868156,0.0553704997203638,0,-0.000148445800144583,0.000148445800144583,0.000272460245260154,-8.16115381348768e-05,0.000626532028655185,2067,0,0,NA,0,NA,0,NA
"7105","Common Eider","Common Eider",1970,2017,266.342456892308,450.5210591,45.4414631355139,TRUE,0,0.0548274713916095,-0.0558543917109699,0.165509334494189,0.0392886399172572,-0.00908140545256458,0.0876586852870789,0.0338705664143188,NA,NA,2067,0,0.332,NA,0.139,NA,0.078,NA
"7153","Common Gallinule","Common Gallinule",1970,2017,0.320451076923077,0.395374,0.919094459044537,FALSE,0,-0.0106271218798679,-0.0639066564523752,0.0426524126926393,0.00347305849586231,-0.00480498642592775,0.0117511034176524,0.00834469903482672,-0.00478442880349479,0.0214738268731482,2067,0,0.816,17,0.571,43,0.226,NA
"7201","Common Goldeneye","Common Goldeneye",1970,2017,0.322254923076923,0.358026,0.688399854967599,FALSE,0,0.0136175061123998,0.00197695845225283,0.0252580537725467,0.000694034384552716,-8.02246068876769e-05,0.00146829337599311,0.000351974697311375,NA,NA,2067,0,0.003,NA,0.038,NA,0,NA
"7249","Common Grackle","Common Grackle",1970,2017,22.6310837692308,26.043453,0.0962550036818446,FALSE,0,-0.021191179881278,-0.0290637599209994,-0.0133185998415566,1.17121186399881e-05,-0.000105471801553835,0.000128896038833811,0.000191066840741739,-6.71879300810731e-05,0.00044932161156455,2067,0,1,17,1,33,0.076,NA
"7297","Common Ground-Dove","Common Ground-Dove",1970,2017,1.66081169230769,1.752924,0.447917878522503,FALSE,0,-0.00301171917104216,-0.0167166098007502,0.0106931714586659,0.00117175656346629,-8.92121668528601e-05,0.00243272529378544,0.000474401560462394,NA,NA,2067,0,0.136,NA,0,NA,0,NA
"7345","Common Loon","Common Loon",1970,2017,1.43997507692308,1.529247,0.35726873290907,FALSE,0,0.00721280899727928,0.00280585897017917,0.0116197590243794,0.000137049632229943,-8.01827119981322e-06,0.000282117535659699,4.7819923898505e-05,NA,NA,2067,0,0.027,NA,0,NA,0,NA
"7393","Common Merganser","Common Merganser",1970,2017,0.264765923076923,0.286375,0.383801195018774,FALSE,0,0.00936580739912177,0.00217592311745555,0.016555691680788,0.000111995894490983,-0.000100745368107072,0.000324737157089038,0.000139267104277751,-0.00012831814789003,0.000406852356445532,2067,0,0.016,NA,0.001,NA,0,NA
"7441","Common Murre","Common Murre",1970,2017,19.8365722852308,39.42577897,5.49746467373094,TRUE,0,-0.00261638300166993,-0.229482344346552,0.224249578343212,0.241738879677089,-0.0322745465540742,0.515752305908253,0.13602757699429,NA,NA,2067,0.005,0.897,3,0.801,8,0.659,23
"7489","Common Nighthawk","Common Nighthawk",1970,2017,1.73364461538462,1.865327,0.18057059950501,FALSE,0,-0.00783737474714991,-0.0170710544181669,0.00139630492386707,0.000119260013252285,-0.000138996300275584,0.000377516326780154,0.000249863579909932,-0.000143627982813499,0.000643355142633363,2067,0,0.679,44,0.005,NA,0,NA
"7537","Common Poorwill","Common Poorwill",1970,2017,0.124807923076923,0.136392,0.547240907407124,FALSE,0,0.0113704552036333,0.00203929142924654,0.0207016189780201,0.000532036065678814,-4.20686079837016e-05,0.00110614073934133,0.000220761038422787,NA,NA,2067,0,0.006,NA,0.016,NA,0,NA
"7585","Common Raven","Common Raven",1970,2017,11.175769,13.359048,0.166477184499166,FALSE,0,0.0302811021056263,0.0253214705207082,0.0352407336905444,0.00013140331501694,-1.25447277768221e-05,0.000275351357810702,6.37229652342014e-05,NA,NA,2067,0,0,NA,0,NA,0,NA
"7633","Common Redpoll","Common Redpoll",1993,2017,11.0750801538462,12.457006,1.3898409943369,FALSE,0,0.0018249103292056,-0.029747373997179,0.0333971946555902,0.00444224506251892,-0.000655241190333488,0.00953973131537132,0.00265320194875102,NA,NA,2067,0,0.321,NA,0.06,NA,0.001,NA
"7681","Common Tern","Common Tern",1970,2017,0.409604,0.435626,1.5188255502625,FALSE,0,-0.00923992728776569,-0.0206400544825636,0.00216019990703222,0.000874789579047408,-5.91623556642131e-05,0.00180874151375903,0.000323601765579568,NA,NA,2067,0,0.839,37,0.043,NA,0,NA
"7729","Common Yellowthroat","Common Yellowthroat",1970,2017,7.44346815384615,7.780842,0.0834282486689756,FALSE,0,-0.00521940243207443,-0.00827902238511357,-0.00215978247903529,6.59642919139754e-05,-3.24702441077687e-06,0.000135175608238728,2.24188106284976e-05,NA,NA,2067,0,0.002,NA,0,NA,0,NA
"7777","Connecticut Warbler","Connecticut Warbler",1970,2017,0.539542384615385,0.595879,0.883442710983544,FALSE,0,-0.0162264608875972,-0.0219003353470964,-0.010552586428098,0.00017830169118528,-1.72125343131448e-05,0.000373815916683705,8.25019621591259e-05,NA,NA,2067,0,1,22,0.97,43,0,NA
"7825","Cooper's Hawk","Cooper's Hawk",1970,2017,0.0682405384615385,0.082181,0.162484208212823,FALSE,0,0.0317808868012117,0.0267265830049138,0.0368351905975095,0.000149041114132327,-1.18857116978131e-05,0.000309967939962467,6.52748906476262e-05,NA,NA,2067,0,0,NA,0,NA,0,NA
"7873","Cordilleran Flycatcher","Cordilleran Flycatcher",1970,2017,4.01458084615385,4.383924,0.442423137176792,FALSE,0,0.00747513488653626,-0.0119941155067086,0.0269443852797812,0.00195612029911933,-0.000215781568611453,0.00412802216685012,0.000988130629665512,NA,NA,2067,0,0.114,NA,0.028,NA,0,NA
"7921","Costa's Hummingbird","Costa's Hummingbird",1970,2017,0.636179538461538,0.984944,1.57189509885435,FALSE,0,0.0307165641513141,-0.0347993344986801,0.0962324628013083,0.0047810438252463,-0.0100118345646016,0.0195739222150942,0.0114923022991009,-0.0112441127046418,0.0342287173028436,2067,0,0.182,NA,0.088,NA,0.095,NA
"7969","Couch's Kingbird","Couch's Kingbird",1970,2017,3.26683476923077,4.749983,1.50397566707772,FALSE,0,0.0551406221746782,0.0275640719099579,0.0827171724393984,0.00350242756266416,-0.000491208074075132,0.00749606319940345,0.00201058892492261,NA,NA,2067,0,0,NA,0,NA,0,NA
"8017","Crested Caracara","Crested Caracara",1970,2017,2.36549492307692,3.231083,0.783239300597848,FALSE,0,0.0409393330225542,-0.010097075878439,0.0919757419235474,0.0140410418914457,-0.0014268789474236,0.0295089627303149,0.00673819964252363,NA,NA,2067,0,0.014,NA,0.006,NA,0.024,NA
"8065","Crissal Thrasher","Crissal Thrasher",1970,2017,0.302008769230769,0.3197,0.67619305576775,FALSE,0,0.00183257012783155,-0.00742593025436692,0.01109107051003,0.00044293275352946,-4.67536540030435e-05,0.000932619161061963,0.000223311733107434,NA,NA,2067,0,0.004,NA,0,NA,0,NA
"8113","Curve-billed Thrasher","Curve-billed Thrasher",1970,2017,1.77939392307692,1.935297,0.454268189172605,FALSE,0,-0.00170302592245102,-0.0247880726475308,0.0213820208026288,0.00137148230912921,-0.000906205108047186,0.0036491697263056,0.00146622695374129,-0.00122682505635988,0.00415927896384246,2067,0,0.276,NA,0.022,NA,0,NA
"8161","Dark-eyed Junco","Dark-eyed Junco",1970,2017,9.64385,11.373499,0.290003937180634,FALSE,0,-0.0141460203751665,-0.0328369564969024,0.00454491574656936,0.00124562794363829,-0.000257007043444414,0.002748262930721,0.00095221664556974,NA,NA,2067,0,0.968,24,0.586,47,0.015,NA
"8209","Dickcissel","Dickcissel",1970,2017,27.8034232307692,31.81355,0.241816047776447,FALSE,0,0.0121549122327424,-0.0144152492590096,0.0387250737244944,0.00137785081405621,-0.00117355935303003,0.00392926098114245,0.00201029099135461,-0.00140413157397778,0.005424713556687,2067,0,0.098,NA,0.089,NA,0.012,NA
"8257","Double-crested Cormorant","Double-crested Cormorant",1970,2017,2.04147284615385,2.960968,0.820512607515357,FALSE,0,0.0620068946914836,0.044486953832231,0.0795268355507362,0.00186666359498836,-0.000151956658400599,0.00388528384837733,0.000778821111575709,NA,NA,2067,0,0,NA,0,NA,0,NA
"8305","Dovekie","Dovekie",1970,2017,3.46965926807692,8.418227422,7.13324360368734,TRUE,0,-0.12242599302254,-0.403688378701874,0.158836392656795,0.324242242646112,-0.0565483408489954,0.70503282614122,0.21246806013929,NA,NA,2067,0.79,0.997,1,0.993,3,0.984,6
"8353","Downy Woodpecker","Downy Woodpecker",1970,2017,1.03781453846154,1.107394,0.0815932014682985,FALSE,0,-0.00314530164661578,-0.0130279847113926,0.00673738141816103,0.000560277536203749,-4.89577069977729e-05,0.00116951277940527,0.000250154293749331,NA,NA,2067,0,0.054,NA,0,NA,0,NA
"8401","Dunlin","Dunlin",1974,2016,2.97166666666667,4.86,1.65182889640625,FALSE,0,-0.0445335623126522,-0.189534429118583,0.100467304493278,0.0860627923443622,-0.0167801622858329,0.188905746974557,0.050279368599286,NA,NA,2066,0.044,0.978,4,0.945,9,0.869,19
"8449","Dusky Flycatcher","Dusky Flycatcher",1970,2017,4.62311476923077,5.346012,0.561253601422678,FALSE,0,-0.00401249519779437,-0.0314383196606843,0.0234133292650956,0.00341271844478869,-0.000500207314499533,0.00732564420407692,0.00198665887184481,NA,NA,2067,0,0.473,NA,0.097,NA,0.001,NA
"8497","Dusky Grouse","Dusky Grouse",1970,2017,0.0312702307692308,0.036229,0.995352392680049,FALSE,0,0.020472143586951,0.000275005127435501,0.0406692820464666,0.00216736601196948,-0.000207205609523575,0.00454193763346254,0.00105806702945762,NA,NA,2067,0.023,0.001,NA,0.019,NA,0.03,NA
